originalTitle,features
Sweet Smell of Success,"Drama,Film-Noir, nm0000044, nm0533241"
Swing Time,"Comedy,Musical,Romance, nm0000001, nm0828419"
"Synecdoche, New York","Drama, nm0000450, nm0442109"
Systemsprenger,"Drama, nm3477129, nm3519173"
Sátántangó,"Drama, nm0896902, nm0850601"
Så som i himmelen,"Comedy,Drama,Music, nm0638824, nm0689392"
Sånger från andra våningen,"Comedy,Drama, nm0635070, nm0027815"
Såsom i en spegel,"Drama, nm0085038, nm0000005"
Süt Kardesler,"Comedy,Family,Mystery, nm0839017, nm0251027"
TT3D: Closer to the Edge,"Documentary,Sport, nm4003301"
Ta'm e guilass,"Drama, nm0259831, nm0452102"
Taare Zameen Par,"Drama,Family, nm2594301, nm1244760"
Tabutta Rövasata,"Drama, nm0880128, nm0952077"
Taegukgi hwinalrimyeo,"Action,Drama,War, nm0417520, nm0437625"
Taeksi woonjunsa,"Action,Drama,History, nm0814280, nm1922242"
Take Off,"Action,Drama,Thriller, nm1335704, nm3525879"
Taken,"Action,Crime,Thriller, nm0000553, nm0603628"
Talvar,"Crime,Drama,Mystery, nm0451234, nm1126068"
Talvisota,"Drama,History,War, nm0617427, nm0661502"
Tampopo,"Comedy, nm0913822, nm0411631"
Tang shan da di zhen,"Drama,History, nm0155203, nm0271815"
Tangled,"Adventure,Animation,Comedy, nm1157048, nm1977355"
Tanhaji: The Unsung Warrior,"Action,Biography,Drama, nm0222426, nm3819854"
Tanin no kao,"Drama,Horror,Sci-Fi, nm0619938, nm0856267"
Tanu Weds Manu Returns,"Comedy,Drama,Romance, nm0534856, nm2399862"
Tasogare Seibei,"Drama,Romance, nm0760796, nm0945282"
Taxi Driver,"Crime,Drama, nm0000134, nm0000217"
Taxi to the Dark Side,"Crime,Documentary,History, nm0316795"
Tekkon kinkurîto,"Action,Adventure,Animation, nm0632497, nm0034712"
Tell Me Who I Am,"Documentary,Drama,Mystery, nm7090187, nm3598290"
Tengoku to jigoku,"Crime,Drama,Mystery, nm0001536, nm0000041"
Tenki no ko,"Animation,Drama,Fantasy, nm10321662, nm1396121"
Tenkû no shiro Rapyuta,"Adventure,Animation,Family, nm0855385, nm0594503"
Terminator 2: Judgment Day,"Action,Sci-Fi, nm0000216, nm0000116"
Teströl és lélekröl,"Drama,Fantasy,Mystery, nm1573967, nm0258221"
Thadam,"Crime,Drama,Mystery, nm4521975, nm5099464"
Thalapathi,"Action,Crime,Drama, nm0707425, nm0711745"
Thani Oruvan,"Action,Crime,Thriller, nm1865947, nm1001345"
Thaniyavartanam,"Drama, nm0007123, nm0539034"
Thank You for Smoking,"Comedy,Drama, nm0001173, nm0718646"
Thankam,"Crime,Drama, nm0579756, nm8835525"
The 39 Steps,"Crime,Mystery,Thriller, nm0232196, nm0000033"
The Abyss,"Adventure,Drama,Mystery, nm0000438, nm0000116"
The Act of Killing,"Biography,Crime,Documentary, nm1484791"
"The Adventures of Priscilla, Queen of the Desert","Comedy,Music, nm0915989, nm0254632"
The Adventures of Robin Hood,"Action,Adventure,Romance, nm0001224, nm0002031"
The African Queen,"Adventure,Drama,Romance, nm0000007, nm0001379"
The Alpinist,"Documentary, nm2833230"
The Apartment,"Comedy,Drama,Romance, nm0000493, nm0000697"
The Art of Flight,"Adventure,Documentary,Sport, nm3240319"
The Art of Racing in the Rain,"Comedy,Drama,Romance, nm0000126, nm0193508"
The Artist,"Comedy,Drama,Romance, nm0241121, nm0371890"
The Asphalt Jungle,"Crime,Drama,Film-Noir, nm0001330, nm0001379"
The Assassination of Jesse James by the Coward Robert Ford,"Biography,Crime,Drama, nm0000093, nm0231596"
The Avengers,"Action,Sci-Fi, nm0000375, nm0923736"
The Aviator,"Biography,Drama, nm0000138, nm0000217"
The Awful Truth,"Comedy,Romance, nm0000026, nm0564970"
The Bad and the Beautiful,"Drama,Romance, nm0000018, nm0591486"
The Banshees of Inisherin,"Comedy,Drama, nm0268199, nm1732981"
The Batman,"Action,Crime,Drama, nm1500155, nm0716257"
The Beatles: Eight Days a Week - The Touring Years,"Documentary,History,Music, nm0000165"
The Beatles: Get Back - The Rooftop Concert,"Documentary,Music, nm0001392"
The Best Years of Our Lives,"Drama,Romance,War, nm0000763, nm0943758"
The Big Clock,"Crime,Drama,Film-Noir, nm0001537, nm0268513"
The Big Country,"Romance,Western, nm0000060, nm0943758"
The Big Heat,"Crime,Film-Noir,Thriller, nm0001229, nm0000485"
The Big Lebowski,"Comedy,Crime, nm0000313, nm0001054"
The Big Parade,"Drama,Romance,War, nm0318105, nm0896542"
The Big Short,"Biography,Comedy,Drama, nm0000288, nm0570912"
The Big Sick,"Comedy,Drama,Romance, nm3529685, nm0795290"
The Big Sleep,"Crime,Film-Noir,Mystery, nm0000007, nm0001328"
The Birds,"Drama,Horror,Mystery, nm0001792, nm0000033"
The Bishop's Wife,"Comedy,Drama,Fantasy, nm0000026, nm0467396"
The Blind Side,"Biography,Drama,Sport, nm2466842, nm0359387"
The Blue Elephant,"Drama,Horror,Mystery, nm1243922, nm1441566"
The Blue Elephant 2,"Crime,Drama,Horror, nm1243922, nm1441566"
The Blues Brothers,"Action,Adventure,Comedy, nm0000004, nm0000484"
The Book Thief,"Drama,War, nm0001691, nm1093053"
The Boondock Saints,"Action,Thriller, nm0000353, nm0240627"
The Bourne Identity,"Action,Mystery,Thriller, nm0000354, nm0510731"
The Bourne Supremacy,"Action,Mystery,Thriller, nm0000354, nm0339030"
The Bourne Ultimatum,"Action,Mystery,Thriller, nm0000354, nm0339030"
The Boy Who Harnessed the Wind,"Biography,Drama,History, nm0252230"
The Boy in the Striped Pajamas,"Drama,War, nm2633535, nm0379179"
The Breadwinner,"Animation,Drama,Family, nm6225541, nm1316072"
The Breakfast Club,"Comedy,Drama, nm0000389, nm0000455"
The Bridge on the River Kwai,"Adventure,Drama,War, nm0000034, nm0000180"
The Bridges of Madison County,"Drama,Romance, nm0000142"
The Broken Circle Breakdown,"Drama,Music,Romance, nm0374949, nm0886976"
The Butterfly Effect,"Drama,Sci-Fi,Thriller, nm0005110, nm0107774"
The Caine Mutiny,"Drama,War, nm0000007, nm0229424"
The Cameraman,"Comedy,Drama,Family, nm0000036, nm0781292"
The Castle,"Comedy,Drama, nm0146264, nm0803203"
The Celluloid Closet,"Documentary,History, nm0258531"
The Central Park Five,"Crime,Documentary,History, nm0122741"
The Children's Hour,"Drama,Romance, nm0001258, nm0943758"
The Circus,"Comedy,Family,Romance, nm0000122"
The Class of '92,"Documentary,Sport, nm2564978"
The Collector,"Drama,Thriller, nm0000654, nm0943758"
The Color Purple,"Drama, nm0000418, nm0000229"
The Commitments,"Comedy,Drama,Music, nm0035087, nm0000570"
The Conjuring,"Horror,Mystery,Thriller, nm0933940, nm1490123"
The Conversation,"Drama,Mystery,Thriller, nm0000432, nm0000338"
The Conversion,"Drama, nm6004814, nm9872536"
"The Cook, the Thief, His Wife & Her Lover","Crime,Drama, nm0092184, nm0000425"
The Corporation,"Documentary,History, nm3950227, nm0009788"
The Count of Monte Cristo,"Action,Adventure,Drama, nm0001029, nm0721817"
The Court Jester,"Adventure,Comedy,Family, nm0001414, nm0291035"
The Crow,"Action,Crime,Drama, nm0000488, nm0001639"
The Crowd,"Drama,Music,Romance, nm0615014, nm0896542"
The Cure,"Adventure,Drama, nm0001515, nm0005022"
The Curious Case of Benjamin Button,"Drama,Fantasy,Romance, nm0000093, nm0000399"
The Curse of the Were-Rabbit,"Adventure,Animation,Comedy, nm0758608, nm0101508"
The Damned United,"Biography,Drama,Sport, nm0000538, nm0393799"
The Dark Knight,"Action,Crime,Drama, nm0000288, nm0634240"
The Dark Knight Rises,"Action,Drama, nm0000288, nm0634240"
The Dawn Wall,"Biography,Documentary,Sport, nm2225545, nm1355731"
The Day of the Jackal,"Crime,Drama,Thriller, nm0002081, nm0003593"
The Day the Earth Stood Still,"Drama,Sci-Fi, nm0719692, nm0936404"
The Deer Hunter,"Drama,War, nm0000134, nm0001047"
The Defiant Ones,"Crime,Drama, nm0000348, nm0006452"
The Departed,"Crime,Drama,Thriller, nm0000138, nm0000217"
The Desperate Hours,"Crime,Drama,Film-Noir, nm0000007, nm0943758"
The Devil and Daniel Johnston,"Biography,Documentary,Music, nm0275418"
The Devil's Advocate,"Drama,Mystery,Thriller, nm0000206, nm0000431"
The Devils,"Biography,Drama,History, nm0001657, nm0001692"
The Dirty Dozen,"Action,Adventure,War, nm0001511, nm0000736"
The Dissident,"Crime,Documentary,Thriller, nm2406731"
The Elephant Man,"Biography,Drama, nm0000164, nm0000186"
The Empire Strikes Back,"Action,Adventure,Fantasy, nm0000434, nm0449984"
The Exorcist,"Horror, nm0001884, nm0001243"
The Fabelmans,"Drama, nm5450413, nm0000229"
The Fall,"Adventure,Drama,Fantasy, nm1195855, nm0802248"
The Fallen Idol,"Drama,Film-Noir,Mystery, nm0724732, nm0715346"
The Farewell,"Comedy,Drama, nm2304675"
The Father,"Drama,Mystery, nm0000164, nm1725469"
The Fault in Our Stars,"Drama,Romance, nm5052065, nm1837748"
The Favourite,"Biography,Comedy,Drama, nm0396558, nm0487166"
The Fear of 13,"Biography,Crime,Documentary, nm6443793, nm2270163"
The Fifth Element,"Action,Adventure,Sci-Fi, nm0000246, nm0000108"
The Fighter,"Action,Biography,Drama, nm0000242, nm0751102"
The Filth and the Fury,"Biography,Documentary,Music, nm0854697"
The Fisher King,"Comedy,Drama,Fantasy, nm0000313, nm0000416"
The Flight of the Phoenix,"Adventure,Drama, nm0000071, nm0000736"
The Florida Project,"Drama, nm0000353, nm0048918"
The Fly,"Drama,Horror,Sci-Fi, nm0000156, nm0000343"
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,"Biography,Documentary,History, nm0001554"
The French Connection,"Action,Crime,Drama, nm0000432, nm0001243"
The Fugitive,"Action,Crime,Drama, nm0000148, nm0001112"
The Game,"Drama,Mystery,Thriller, nm0000140, nm0000399"
The Game Changers,"Documentary, nm2694309"
The General,"Action,Adventure,Comedy, nm0000036, nm0115669"
The Gentlemen,"Action,Comedy,Crime, nm0000190, nm0005363"
The Ghazi Attack,"Action,Thriller,War, nm2281292, nm8623146"
The Ghost and Mrs. Muir,"Comedy,Drama,Fantasy, nm0001322, nm0000581"
The Girl with the Dragon Tattoo,"Crime,Drama,Mystery, nm0185819, nm0000399"
The Godfather,"Crime,Drama, nm0000008, nm0000338"
The Godfather Part II,"Crime,Drama, nm0000199, nm0000338"
The Godfather Part III,"Crime,Drama, nm0000199, nm0000338"
The Gold Rush,"Adventure,Comedy,Drama, nm0000122"
The Goonies,"Adventure,Comedy,Family, nm0000276, nm0001149"
The Graduate,"Comedy,Drama,Romance, nm0000163, nm0001566"
The Grand Budapest Hotel,"Adventure,Comedy,Crime, nm0000146, nm0027572"
The Grapes of Wrath,"Drama, nm0000020, nm0000406"
The Great Debaters,"Biography,Drama,Romance, nm0000243"
The Great Dictator,"Comedy,Drama,War, nm0000122"
The Great Escape,"Adventure,Drama,History, nm0000537, nm0836328"
The Great Indian Kitchen,"Comedy,Drama, nm2241427, nm7253286"
The Greatest Showman,"Biography,Drama,Musical, nm0413168, nm1243905"
The Green Mile,"Crime,Drama,Fantasy, nm0000158, nm0001104"
The Gunfighter,"Western, nm0000060, nm0454771"
The Guns of Navarone,"Action,Adventure,Drama, nm0000057, nm0496746"
The Hangover,"Comedy, nm0302108, nm0680846"
The Harder They Fall,"Drama,Film-Noir,Sport, nm0000007, nm0733476"
The Hate U Give,"Crime,Drama, nm0395203, nm0863387"
The Hateful Eight,"Crime,Drama,Mystery, nm0000168, nm0000233"
The Heiress,"Drama,Romance, nm0001050, nm0943758"
The Help,"Drama, nm0853238"
The Hill,"Drama,War, nm0000125, nm0001486"
The Hobbit: An Unexpected Journey,"Fantasy, nm0293509, nm0001392"
The Hobbit: The Desolation of Smaug,"Fantasy, nm0005212, nm0001392"
The Hours,"Drama,Romance, nm0226820, nm0197636"
The Hunchback of Notre Dame,"Drama,Romance, nm0001452, nm0226189"
The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi, nm1242688, nm1349376"
The Hunt for Red October,"Action,Adventure,Thriller, nm0000125, nm0001532"
The Hurricane,"Biography,Drama,Sport, nm0000243, nm0422484"
The Hurt Locker,"Drama,Thriller,War, nm0719637, nm0000941"
The Hustler,"Drama,Sport, nm0000056, nm0744035"
The Illusionist,"Drama,Fantasy,Mystery, nm0001570, nm1139726"
The Imitation Game,"Biography,Drama,Thriller, nm1212722, nm0878763"
The Imposter,"Biography,Crime,Documentary, nm4774039, nm1717925"
The Incredible Shrinking Man,"Horror,Sci-Fi, nm0930695, nm0000791"
The Incredibles,"Action,Adventure,Animation, nm0005266, nm0083348"
The Innocents,"Horror, nm0943936, nm0002338"
The Insider,"Biography,Drama,Thriller, nm0000128, nm0000520"
The Internet's Own Boy: The Story of Aaron Swartz,"Biography,Crime,Documentary, nm0460534"
The Invisible Man,"Horror,Sci-Fi, nm0001647, nm0001843"
The Irishman,"Biography,Crime,Drama, nm0000134, nm0000217"
The Iron Giant,"Action,Adventure,Animation, nm0547349, nm0083348"
The Joy Luck Club,"Drama, nm0911061"
The Jungle Book,"Adventure,Animation,Comedy, nm0365201, nm0718627"
The Kashmir Files,"Drama, nm0149822, nm1892252"
The Kid,"Comedy,Drama,Family, nm0000122"
The Killers,"Crime,Drama,Film-Noir, nm0000044, nm0802563"
The Killing,"Crime,Drama,Film-Noir, nm0001330, nm0000040"
The Killing Fields,"Biography,Drama,History, nm0001832, nm0423646"
The King of Comedy,"Comedy,Crime,Drama, nm0000134, nm0000217"
The King of Kong,"Biography,Documentary,Sport, nm1164861"
The King's Speech,"Biography,Drama,History, nm0000147, nm0393799"
The Kite Runner,"Drama, nm2043234, nm0286975"
The Lady Eve,"Comedy,Romance, nm0000020, nm0002545"
The Lady Vanishes,"Mystery,Thriller, nm0714878, nm0000033"
The Lady from Shanghai,"Crime,Drama,Film-Noir, nm0000080"
The Ladykillers,"Comedy,Crime, nm0000027, nm0533241"
The Last Detail,"Comedy,Drama, nm0000197, nm0000797"
The Last Emperor,"Biography,Drama,History, nm0518821, nm0000934"
The Last King of Scotland,"Biography,Drama,History, nm0564215, nm0531817"
The Last Picture Show,"Drama,Romance, nm0000961, nm0000953"
The Last Samurai,"Action,Drama, nm0000129, nm0001880"
The Last Temptation of Christ,"Drama, nm0000353, nm0000217"
The Last Waltz,"Biography,Documentary,Music, nm0000217"
The Last of the Mohicans,"Action,Adventure,Drama, nm0000358, nm0000520"
The Last: Naruto the Movie,"Action,Adventure,Animation, nm1101677, nm0462076"
The Lavender Hill Mob,"Comedy,Crime, nm0000027, nm0187769"
The Legend of Bhagat Singh,"Action,Biography,Drama, nm0222426, nm0764316"
The Legend of Maula Jatt,"Action,Drama,Fantasy, nm2717565, nm2850440"
The Lego Movie,"Action,Adventure,Animation, nm0695435, nm0520488"
The Letter,"Crime,Drama,Film-Noir, nm0003339, nm0943758"
The Life and Death of Colonel Blimp,"Drama,Romance,War, nm0515193, nm0003836"
The Life of David Gale,"Crime,Drama,Thriller, nm0000228, nm0000570"
The Lion King,"Adventure,Animation,Drama, nm0000111, nm0021249"
The Lion in Winter,"Biography,Drama,History, nm0000564, nm0367431"
The Little Foxes,"Drama,Romance, nm0003339, nm0943758"
The Little Mermaid,"Adventure,Animation,Comedy, nm0942787, nm0166256"
The Loneliness of the Long Distance Runner,"Drama,Sport, nm0714878, nm0724798"
The Long Good Friday,"Crime,Drama,Mystery, nm0001364, nm0533334"
The Long Goodbye,"Comedy,Crime,Drama, nm0001285, nm0000265"
The Longest Day,"Action,Drama,History, nm0000078, nm0002175"
The Look of Silence,"Biography,Documentary,History, nm1484791"
The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Drama, nm0000704, nm0001392"
The Lord of the Rings: The Return of the King,"Action,Adventure,Drama, nm0000704, nm0001392"
The Lord of the Rings: The Two Towers,"Action,Adventure,Drama, nm0000704, nm0001392"
The Lost Weekend,"Drama,Film-Noir, nm0001537, nm0000697"
The Lunchbox,"Drama,Romance, nm0451234, nm3592235"
The Machinist,"Drama,Thriller, nm0000288, nm0026442"
The Magdalene Sisters,"Drama, nm0611932"
The Magnificent Ambersons,"Drama,Romance, nm0392529, nm0000080"
The Magnificent Seven,"Action,Adventure,Western, nm0000989, nm0836328"
The Maltese Falcon,"Crime,Film-Noir,Mystery, nm0000007, nm0001379"
The Man Who Came to Dinner,"Comedy,Romance, nm0941253, nm0445033"
The Man Who Laughs,"Drama,Horror,Mystery, nm0891998, nm0501902"
The Man Who Shot Liberty Valance,"Drama,Western, nm0000071, nm0000406"
The Man Who Wasn't There,"Crime,Drama, nm0000671, nm0001054"
The Man Who Would Be King,"Adventure,War, nm0000125, nm0001379"
The Man from Earth,"Drama,Fantasy,Mystery, nm0807900, nm0770942"
The Manchurian Candidate,"Drama,Thriller, nm0000069, nm0001239"
The Many Adventures of Winnie the Pooh,"Adventure,Animation,Comedy, nm0001982, nm0522028"
The Mark of Zorro,"Action,Adventure,Family, nm0000061, nm0541149"
The Martian,"Adventure,Drama,Sci-Fi, nm0000354, nm0000631"
The Matrix,"Action,Sci-Fi, nm0000206, nm0905154"
The Meaning of Life,"Comedy,Musical, nm0000092"
The Message,"Biography,Drama,History, nm0000063, nm0002160"
The Miracle Worker,"Biography,Drama, nm0430460, nm0671957"
The Miracle of Morgan's Creek,"Comedy,Romance,War, nm0102787, nm0002545"
The Mitchells vs the Machines,"Adventure,Animation,Comedy, nm1144419, nm6676487"
The More the Merrier,"Comedy, nm0566948, nm0828419"
The Muppet Christmas Carol,"Comedy,Drama,Family, nm0000323, nm0005008"
The Muppet Movie,"Adventure,Comedy,Family, nm0001345, nm0292419"
The Music Man,"Comedy,Family,Musical, nm0696481, nm0196536"
The Music Never Stopped,"Drama,Music, nm1086384, nm0463242"
The Naked City,"Crime,Drama,Film-Noir, nm0280178, nm0202088"
The Naked Gun: From the Files of Police Squad!,"Comedy,Crime, nm0000558, nm0001878"
The Namesake,"Drama, nm0671980, nm0619762"
The Narrow Margin,"Crime,Drama,Film-Noir, nm0569902, nm0281507"
The Navigator,"Action,Comedy,Romance, nm0000036, nm0187981"
The Night of the Hunter,"Crime,Drama,Film-Noir, nm0000053, nm0001452"
The Night of the Iguana,"Drama, nm0000009, nm0001379"
The Nightmare Before Christmas,"Animation,Family,Fantasy, nm0000384, nm0783139"
The Notebook,"Drama,Romance, nm0001258, nm0001024"
The Nun's Story,"Drama, nm0002075, nm0003593"
The Odd Couple,"Comedy, nm0000493, nm0757256"
The Omen,"Horror,Mystery, nm0000060, nm0001149"
The Others,"Horror,Mystery,Thriller, nm0001172, nm0024622"
The Outlaw Josey Wales,"Western, nm0000142"
The Ox-Bow Incident,"Drama,Western, nm0000020, nm0920074"
The Palm Beach Story,"Comedy,Romance, nm0566948, nm0002545"
The Pawnbroker,"Drama, nm0001768, nm0001486"
The Peanut Butter Falcon,"Adventure,Comedy,Drama, nm5789377, nm2436566"
The Perks of Being a Wallflower,"Drama, nm0503567, nm0154716"
The Pervert's Guide to Cinema,"Documentary, nm0276400"
The Pervert's Guide to Ideology,"Documentary, nm0276400"
The Petrified Forest,"Drama,Thriller, nm0001366, nm0562845"
The Phantom of the Opera,"Horror, nm0151606, nm0432216"
The Phantom of the Opera at the Royal Albert Hall,"Drama,Music,Musical, nm1546077, nm0606835"
The Philadelphia Story,"Comedy,Romance, nm0000026, nm0002030"
The Pianist,"Biography,Drama,Music, nm0004778, nm0000591"
The Piano,"Drama,Music,Romance, nm0000172, nm0001005"
The Picture of Dorian Gray,"Drama,Fantasy,Horror, nm0001695, nm0506797"
The Pixar Story,"Documentary, nm0005078, nm0412649"
The Plague Dogs,"Adventure,Animation,Drama, nm0000457, nm0742034"
The Player,"Comedy,Crime,Drama, nm0000209, nm0000265"
The Prestige,"Drama,Mystery,Sci-Fi, nm0000288, nm0634240"
The Pride of the Yankees,"Biography,Drama,Romance, nm0000011, nm0939992"
The Prime of Miss Jean Brodie,"Comedy,Drama,Romance, nm0413561, nm0623768"
The Princess Bride,"Adventure,Family,Fantasy, nm0000144, nm0001661"
The Producers,"Comedy,Music, nm0609216, nm0000316"
The Public Enemy,"Crime,Drama, nm0000010, nm0920074"
The Purple Rose of Cairo,"Comedy,Fantasy,Romance, nm0001099, nm0000095"
The Pursuit of Happyness,"Biography,Drama, nm0000226, nm0610831"
The Quiet Man,"Comedy,Drama,Romance, nm0000078, nm0000406"
The Reader,"Drama,Romance, nm0000146, nm0197636"
The Red Shoes,"Drama,Music,Romance, nm0906932, nm0003836"
The Remains of the Day,"Drama,Romance, nm0000164, nm0412465"
The Rescue,"Action,Documentary,Mystery, nm3011011"
The Revenant,"Action,Adventure,Drama, nm0000138, nm0327944"
The Right Stuff,"Adventure,Biography,Drama, nm0001731, nm0442241"
The Roaring Twenties,"Crime,Drama,Film-Noir, nm0000010, nm0909825"
The Royal Tenenbaums,"Comedy,Drama, nm0000432, nm0027572"
The Sand Pebbles,"Adventure,Drama,Romance, nm0000537, nm0936404"
The Sandlot,"Comedy,Drama,Family, nm0347509, nm0262693"
The Scarlet Empress,"Drama,History,Romance, nm0517099, nm0903049"
The Sea Hawk,"Action,Adventure,History, nm0001224, nm0002031"
The Searchers,"Adventure,Drama,Western, nm0000078, nm0000406"
The Secret of Kells,"Adventure,Animation,Family, nm3322957, nm1119079"
The Secret of NIMH,"Adventure,Animation,Drama, nm0001394, nm0089940"
The Servant,"Drama, nm0001958, nm0521334"
The Set-Up,"Crime,Film-Noir,Sport, nm0752813, nm0936404"
The Shawshank Redemption,"Drama, nm0000209, nm0001104"
The Shining,"Drama,Horror, nm0000197, nm0000040"
The Shootist,"Drama,Romance,Western, nm0000078, nm0796923"
The Shop Around the Corner,"Comedy,Drama,Romance, nm0000071, nm0523932"
The Silence of Swastika,"Documentary,History, nm4129990"
The Silence of the Lambs,"Crime,Drama,Thriller, nm0000164, nm0001129"
The Sixth Sense,"Drama,Mystery,Thriller, nm0000246, nm0796117"
The Sky Is Pink,"Drama,Romance, nm1027719, nm1773569"
The Snake Pit,"Drama,Mystery, nm0828594, nm0514822"
The Social Dilemma,"Documentary,Drama, nm2341611"
The Social Network,"Biography,Drama, nm0251986, nm0000399"
The Song Remains the Same,"Documentary,Music, nm0166769"
The Song of Bernadette,"Biography,Drama,Mystery, nm0001948, nm0454771"
The Sound of Music,"Biography,Drama,Family, nm0001626, nm0936404"
The Spy Who Came in from the Cold,"Drama,Thriller, nm0000009, nm0728688"
The Station Agent,"Comedy,Drama, nm0227759, nm0565336"
The Sting,"Comedy,Crime,Drama, nm0000056, nm0001351"
The Stoning of Soraya M.,"Drama, nm0001029, nm0637493"
The Straight Story,"Biography,Drama, nm0002070, nm0000186"
The Sweet Hereafter,"Drama, nm0000453, nm0000382"
The Swimmer,"Drama, nm0000044, nm0675068"
The Taking of Pelham One Two Three,"Action,Crime,Thriller, nm0000527, nm0765121"
The Talk of the Town,"Comedy,Drama,Romance, nm0000026, nm0828419"
The Tashkent Files,"Drama,Mystery,Thriller, nm0149822, nm1892252"
The Teacher,"Drama,Thriller, nm9025544, nm7837204"
The Ten Commandments,"Adventure,Drama,Family, nm0000032, nm0001124"
The Terminator,"Action,Sci-Fi, nm0000216, nm0000116"
The Theory of Everything,"Biography,Drama,Romance, nm1519666, nm1016428"
The Thief of Bagdad,"Adventure,Family,Fantasy, nm0001196, nm0909825"
The Thin Blue Line,"Crime,Documentary, nm0001554"
The Thin Man,"Comedy,Crime,Mystery, nm0001635, nm0886754"
The Thin Red Line,"Drama,History,War, nm0001029, nm0000517"
The Thing,"Horror,Mystery,Sci-Fi, nm0000621, nm0000118"
The Third Man,"Film-Noir,Mystery,Thriller, nm0000080, nm0715346"
The Time Machine,"Adventure,Romance,Sci-Fi, nm0001792, nm0657162"
The Times of Harvey Milk,"Biography,Documentary,History, nm0001213, nm0258531"
The Town,"Crime,Drama,Thriller, nm0000255"
The Tragedy of Othello: The Moor of Venice,"Drama,Romance, nm0000080"
The Train,"Action,Thriller,War, nm0000044, nm0001239"
The Treasure of the Sierra Madre,"Adventure,Drama,Western, nm0000007, nm0001379"
The Trial of the Chicago 7,"Drama,History,Thriller, nm1519666, nm0815070"
The True Cost,"Documentary,Drama,News, nm5255464"
The Truman Show,"Comedy,Drama, nm0000120, nm0001837"
The Two Popes,"Biography,Comedy,Drama, nm0000596, nm0576987"
The Union: The Business Behind Getting High,"Documentary, nm1622441"
The Unknown,"Drama,Horror,Romance, nm0151606, nm0115218"
The Untouchables,"Crime,Drama,Thriller, nm0000126, nm0000361"
The Usual Suspects,"Crime,Drama,Mystery, nm0000228, nm0001741"
The Verdict,"Drama, nm0000056, nm0001486"
The Visitor,"Drama, nm0420955, nm0565336"
The Warriors,"Action,Crime,Thriller, nm0065235, nm0001353"
The Whale,"Drama, nm0000409, nm0004716"
The Wicker Man,"Horror,Mystery,Thriller, nm0940919, nm0362736"
The Wild Bunch,"Action,Adventure,Western, nm0000034, nm0001603"
The Wind,"Drama,Romance,Thriller, nm0361319, nm0803705"
The Wind that Shakes the Barley,"Drama,War, nm0614165, nm0516360"
The Wizard of Oz,"Adventure,Family,Fantasy, nm0604656, nm0281808"
The Wolf of Wall Street,"Biography,Comedy,Crime, nm0000138, nm0000217"
The Woman in the Window,"Crime,Drama,Film-Noir, nm0000064, nm0000485"
The Women,"Comedy,Drama, nm0002030"
The World's Fastest Indian,"Biography,Drama,Sport, nm0000164, nm0002044"
The WormKillers' Last Spring,"Drama,Sport, nm0280541, nm0218773"
The Wrestler,"Drama,Sport, nm0000620, nm0004716"
Theeran Adhigaaram Ondru,"Action,Crime,Thriller, nm1912683, nm6474441"
Thelma & Louise,"Adventure,Crime,Drama, nm0000172, nm0000631"
There Will Be Blood,"Drama, nm0000358, nm0000759"
Thevar Magan,"Drama, nm0352032, nm0080245"
They Shall Not Grow Old,"Documentary,History,War, nm0001392"
"They Shoot Horses, Don't They?","Drama, nm0765546, nm0001628"
Thieves' Highway,"Drama,Film-Noir,Thriller, nm0002017, nm0202088"
Thillu Mullu,"Comedy, nm0707425, nm0049335"
Thirteen Lives,"Action,Adventure,Biography, nm0001557, nm0000165"
Thiruchitrambalam,"Comedy,Drama,Musical, nm1333687, nm4029254"
This Is England,"Crime,Drama, nm2129938, nm0276349"
This Is Spinal Tap,"Comedy,Music, nm0001661"
This Sporting Life,"Drama,Sport, nm0001321, nm0000755"
Thondimuthalum Dhriksakshiyum,"Crime,Drama,Thriller, nm1335704, nm4584004"
Thoovanathumbikal,"Drama,Romance, nm0482320, nm0655802"
Thor: Ragnarok,"Action,Adventure,Comedy, nm1165110, nm0169806"
"Three Billboards Outside Ebbing, Missouri","Comedy,Crime,Drama, nm0000437, nm1732981"
Three Identical Strangers,"Biography,Documentary,Drama, nm2268736"
Thulladha Manamum Thullum,"Drama,Romance, nm0897201, nm1318819"
Thuppakki,"Action,Thriller, nm0897201, nm1436693"
Tian mi mi,"Drama,Romance, nm0481709, nm0151066"
Tiempo de valientes,"Action,Comedy,Crime, nm0673391, nm1167933"
Tim's Vermeer,"Documentary,History, nm0854418"
Tini zabutykh predkiv,"Drama,Romance, nm0586645, nm0660886"
Tis kakomoiras,"Comedy,Romance, nm0354497, nm0441525"
Titanic,"Drama,Romance, nm0000138, nm0000116"
To Be or Not to Be,"Comedy,Romance,War, nm0000912, nm0523932"
To Have and Have Not,"Adventure,Comedy,Film-Noir, nm0000007, nm0001328"
To Kill a Mockingbird,"Crime,Drama, nm0000060, nm0612322"
"To Sir, with Love","Drama, nm0001627, nm0165412"
To vlemma tou Odyssea,"Drama,War, nm0000172, nm0000766"
Todo sobre mi madre,"Drama, nm0000264"
Togo,"Adventure,Biography,Drama, nm0000353, nm0179697"
